Epoch,D_Loss,G_Loss,D_Accuracy,Img_Variance,Time(s),Latency(ms),VRAM(MB)
1,0.37428764247157137,4.855171305628923,0.8567708333333334,0.1984709073514797,244.33483815193176,6.012678146362305,2986.46240234375,2.033833984
