Epoch,Beta,Train_Loss,L1_Recon,KLD,Train_PSNR,Train_SSIM,Val_L1,Val_PSNR,Val_SSIM,AUC,Healthy_Score,Abnormal_Score,Score_Gap,LR,Time(s),Latency(ms),VRAM(MB),FLOPS(G)
1,0.000,0.6419,0.6419,5.8474,12.96,0.2751,0.1344,13.78,0.3450,0.5000,0.00000,0.00000,0.00000,0.000100,142.0,10.05,2100.11,4.78
